id,yield
15093,4004.214828384402
15094,6240.403876348339
15095,6889.776147272992
15096,6845.796321132212
15097,5645.132841511756
15098,4244.721896143723
15099,3741.513540786334
15100,7247.217570791348
15101,5264.041020814899
15102,6508.769287884082
15103,4674.4335918041215
15104,6303.017994080145
15105,5547.098669067694
15106,4031.4285582002167
15107,4152.990511919133
15108,8330.57247625618
15109,6608.724437142751
15110,5651.429391228742
15111,5202.68311388078
15112,8036.275465990384
15113,3558.2784140026392
15114,5317.248027513918
15115,5559.279946991211
15116,4827.953285864175
15117,6728.290641881416
15118,5366.7615637427
15119,7255.030537630902
15120,6471.404393986585
15121,7366.329558030578
15122,6300.612774731001
15123,6735.440158076588
15124,5448.238078432259
15125,7417.600434155234
15126,6200.549833680996
15127,6503.8094728882925
15128,5607.540545833024
15129,4015.0100760744635
15130,5622.4443477959585
15131,5348.64719090989
15132,6600.422941919746
15133,6491.5830398104235
15134,6471.0937989734075
15135,7398.78675104154
15136,6718.4722636065535
15137,7116.46679073258
15138,7385.827403092473
15139,5766.5591603229705
15140,7436.307773112148
15141,5364.567140793082
15142,6771.680823163904
15143,7464.3224596506
15144,5919.163661603079
15145,5976.914685559133
15146,4040.2833069172757
15147,8116.364135604591
15148,7668.089612466819
15149,5132.920954818464
15150,6230.219512506963
15151,7450.962348321426
15152,6679.75817059784
15153,6372.613674712382
15154,7791.5533454003835
15155,5521.240485580975
15156,4167.681940586898
15157,5315.376347029316
15158,6405.357487771388
15159,6997.582917234761
15160,6115.005010655506
15161,7323.232093556672
15162,6548.404951975922
15163,8105.065683039839
15164,4415.024462253501
15165,4272.896423626443
15166,5546.619101890796
15167,7457.7273304862765
15168,4965.173697349916
15169,7262.071351553687
15170,4921.712555203684
15171,7392.950035743339
15172,4264.456265040801
15173,6319.390572044381
15174,7931.347794758716
15175,6598.935714560831
15176,7518.3263154894985
15177,4346.111283834939
15178,4155.090360605259
15179,6304.384873833826
15180,6911.612491760711
15181,3966.529752902037
15182,8189.095979907297
15183,5619.758363953301
15184,5599.746314206166
15185,6974.557277784945
15186,6153.98894468158
15187,6662.457673538215
15188,3327.494939943164
15189,4570.606150347346
15190,5001.386710899729
15191,5615.909194726716
15192,4208.620288064759
15193,6578.313307076344
15194,7413.421719853411
15195,6887.302973976023
15196,7436.258365122028
15197,4310.805481287029
15198,5446.296658829712
15199,6038.995206244234
15200,4319.417299556994
15201,7030.027888234402
15202,5330.047520755069
15203,5496.113838964287
15204,7042.892294422174
15205,4540.644576314108
15206,8226.503971829527
15207,6225.4919111283025
15208,4973.5533359369965
15209,4380.562409151085
15210,8033.471265786549
15211,5631.269607649695
15212,5378.802904208202
15213,5422.8990112968495
15214,5715.899478369322
15215,4690.845045860595
15216,7410.9471066625865
15217,7347.593682908256
15218,6320.35482756535
15219,6622.790325012973
15220,6591.990949903537
15221,6211.767968076182
15222,6770.865229037942
15223,5804.290176843463
15224,7068.382128916361
15225,6246.58501886861
15226,6491.06124662283
15227,4411.589695330381
15228,5386.983632435795
15229,5518.632996396014
15230,7013.196826705478
15231,4227.655439563579
15232,5346.937047244487
15233,6229.4190852196025
15234,5607.93673930211
15235,6325.0949916865175
15236,7904.431125718127
15237,4092.840797833155
15238,3516.061450677903
15239,4342.2188516272845
15240,7611.718373816754
15241,4125.709139140992
15242,6346.120144195393
15243,6984.936523712486
15244,5663.75521353475
15245,6387.030572335051
15246,4445.151952217841
15247,7509.77205948902
15248,6478.505481170085
15249,5176.519698778998
15250,5400.825790729105
15251,6470.172505721203
15252,5758.85817780147
15253,4294.3273488961295
15254,7470.308424029677
15255,5421.105116779628
15256,5188.032818836528
15257,7747.725213645913
15258,5814.249570496445
15259,5582.459396472513
15260,7931.33878864387
15261,5817.88645831505
15262,5112.023817774282
15263,6320.30073432352
15264,7266.928121204505
15265,7459.288876797709
15266,5762.497610449423
15267,6397.247471132853
15268,4930.6657631765465
15269,7872.965612802237
15270,2829.7010283648046
15271,4571.483679740359
15272,5706.484904909835
15273,4900.350088420676
15274,6045.390785268867
15275,8003.861824530902
15276,6528.195776396767
15277,6291.816532541222
15278,6818.644835403954
15279,6112.7308187781855
15280,7869.907874489796
15281,4605.696074851686
15282,7331.443121570973
15283,2887.401195772485
15284,3626.456798537539
15285,3593.2543998051715
15286,7352.039944792913
15287,6493.506214848091
15288,5469.683051817489
15289,4670.207330268298
15290,6819.670060950895
15291,4016.4140347401426
15292,4541.134660461808
15293,6720.724892459709
15294,7168.408324302023
15295,6439.896171676785
15296,8154.575944100913
15297,6796.735568831338
15298,5741.82288781037
15299,6673.304026256787
15300,4453.830342109965
15301,7572.532549535249
15302,7038.648120305762
15303,3612.7395729061827
15304,6488.240072647963
15305,7401.237253249159
15306,8239.557249233849
15307,6513.893716173942
15308,5334.082793534796
15309,4590.356220185691
15310,5026.940192384381
15311,7388.724841462622
15312,8329.701019680726
15313,5158.233124024291
15314,6262.364245660881
15315,5633.208952373122
15316,6674.737832205639
15317,7988.485425692041
15318,3174.4972354759625
15319,6282.739956753326
15320,5365.780336559682
15321,5571.611676331119
15322,7526.258173609537
15323,5308.058442836742
15324,4130.929739795203
15325,7697.265142649325
15326,5398.798891036991
15327,6456.482167525977
15328,4158.5183471249165
15329,6673.686556665854
15330,7060.401249853106
15331,4686.722517176746
15332,4477.46895342452
15333,7847.431482195882
15334,7059.271124711988
15335,4956.451368303981
15336,7370.253716718522
15337,7587.284568465023
15338,6542.96625598724
15339,4051.7553465232477
15340,6835.085298479439
15341,5217.4761124904435
15342,5531.272844067434
15343,4545.430388189349
15344,5372.513139983345
15345,7166.371332783366
15346,7381.502447811509
15347,3518.8384455717214
15348,5638.399865698461
15349,6987.67002878648
15350,6481.5606083244165
15351,5811.232933702395
15352,6252.805965184479
15353,5597.0924508088365
15354,7716.439438458951
15355,4875.889040962614
15356,7748.427827576107
15357,8165.639532224339
15358,6564.635501299642
15359,5327.281812339028
15360,6803.571611654013
15361,6488.489992432415
15362,7215.618145963915
15363,4366.526508247955
15364,5715.343434049379
15365,4228.5030792665
15366,6634.776453845346
15367,6794.749368342007
15368,6243.557480891782
15369,4782.470033462654
15370,7820.795380305354
15371,7315.6122941124995
15372,7190.751616434522
15373,5770.256476613204
15374,4204.330810825242
15375,6280.458912696842
15376,6524.693866087872
15377,4594.113273793916
15378,5368.128814188438
15379,5561.659189273569
15380,7397.343966124355
15381,8025.578412170461
15382,4245.325605228311
15383,7669.415294983963
15384,4655.912280497147
15385,7295.558367680123
15386,7274.746287833389
15387,6710.445115433726
15388,3202.998271821031
15389,4924.171095686575
15390,5750.710117701533
15391,6338.877382642064
15392,6190.503878707448
15393,6276.72092253795
15394,7551.195932440464
15395,7337.454164730323
15396,5422.052574959373
15397,7914.998050249041
15398,7011.336374369188
15399,4689.044108926545
15400,6749.970675889832
15401,6180.256745931229
15402,4227.470127592058
15403,6702.21362383048
15404,7131.654312179217
15405,4762.219127519009
15406,7406.930737591667
15407,3700.3474920411236
15408,4262.153165580538
15409,7480.886951196651
15410,6030.726892738146
15411,6505.356858981432
15412,5687.141939126986
15413,4452.906489710573
15414,7933.929823813263
15415,5493.0349919403
15416,6902.409899400517
15417,7284.359808889494
15418,6201.747219099838
15419,6209.556968338554
15420,7345.273151552874
15421,3621.057510358816
15422,7585.794434728388
15423,3840.505760103062
15424,6378.84037829331
15425,7407.047984345377
15426,6367.121894261157
15427,8207.706508914216
15428,3998.3408447461443
15429,6179.841589750229
15430,5830.574302369273
15431,7014.21845210404
15432,7474.015803878775
15433,6184.499236473441
15434,6352.202018801446
15435,7542.333217571492
15436,3111.373378146495
15437,4833.719429871526
15438,4321.994563297868
15439,5586.809617463039
15440,5710.624695754329
15441,6084.162535905136
15442,6975.362522517321
15443,5786.507223393794
15444,6434.551116140749
15445,5363.921447610532
15446,5495.816489580524
15447,7693.804153578387
15448,6620.5170658432735
15449,4622.312334021763
15450,7458.297756377458
15451,7248.361301273147
15452,7395.04347562594
15453,7447.316455656841
15454,6428.504597407493
15455,6983.753350313554
15456,6836.564890911509
15457,3067.4829987168955
15458,7631.834462789324
15459,8242.53471431518
15460,6556.895509994894
15461,7377.488354328326
15462,5617.98205090531
15463,7575.049119619253
15464,8063.522462493644
15465,3286.1891564335583
15466,8196.869254403644
15467,3406.1123637333094
15468,5767.964441442493
15469,6546.3169645079315
15470,5754.487043189094
15471,5391.806999410584
15472,8319.044555920784
15473,7745.835595980774
15474,8170.078716192524
15475,4489.090958249401
15476,4831.458745704161
15477,7695.278317055277
15478,4790.789304194024
15479,6970.175407354109
15480,5051.916966146552
15481,6292.44270211426
15482,7103.374168818753
15483,7208.106707989199
15484,6230.611792972462
15485,4836.365351694909
15486,7292.389321441107
15487,5696.686774490034
15488,5875.181960505711
15489,4136.914366264536
15490,6120.05799698669
15491,7831.799792311091
15492,8220.847114831482
15493,6580.19964548345
15494,4688.100164195563
15495,7403.88732101546
15496,7222.667053042162
15497,5911.0779653676445
15498,6873.942379122415
15499,5759.564302373044
15500,7313.180114114591
15501,5677.329705234106
15502,8112.403695129513
15503,7223.842878074851
15504,7428.779721640926
15505,5860.793081166067
15506,7515.822286307293
15507,6778.252837595973
15508,6051.970069051279
15509,4113.980229463855
15510,7248.583963543945
15511,6770.17237376962
15512,6390.904482528767
15513,6339.016812810408
15514,7469.373735830107
15515,6773.972659185791
15516,6466.923525781003
15517,7423.361674932893
15518,6913.71130538937
15519,8145.845792236718
15520,6423.397979312077
15521,7279.723066206727
15522,7886.388382672939
15523,3125.179114817476
15524,6404.214104042503
15525,3071.563704289581
15526,6986.566885739779
15527,5858.248289657747
15528,7365.753193299339
15529,8064.773202204561
15530,4387.911591973766
15531,5841.553225080423
15532,6572.935130945378
15533,8134.543519315571
15534,6209.807677630961
15535,3436.8506104741246
15536,7524.083878277605
15537,5893.705348691401
15538,6187.44079297988
15539,6768.347219537378
15540,6259.925629105214
15541,7411.56143619027
15542,6580.330868949485
15543,4857.079754219741
15544,5848.485793074007
15545,6530.201181761819
15546,4955.9770174337455
15547,6633.740290253742
15548,6392.907237709776
15549,5622.552736286272
15550,6482.397275199616
15551,5742.977014435491
15552,4949.6862977020155
15553,5564.178325466338
15554,7447.493998868877
15555,6289.90174260363
15556,5530.045236093215
15557,8358.93856550849
15558,6369.665576219082
15559,8192.738108063277
15560,5565.413496517357
15561,3316.478095193097
15562,4160.17915348723
15563,6060.740038845838
15564,4727.74908434673
15565,5742.0961082287395
15566,4674.265593514257
15567,4105.2136702237
15568,3347.6931687799397
15569,4237.332807503023
15570,4151.023788114644
15571,6711.997036942695
15572,4204.179914539175
15573,3489.2733232183687
15574,5653.996706681423
15575,3722.9870838174315
15576,6856.390029068796
15577,7334.092934605894
15578,7768.078337867747
15579,5911.618239964589
15580,7361.236155516769
15581,6587.088599948078
15582,7704.96083908983
15583,6289.427950461746
15584,6433.105525162138
15585,4448.942314777012
15586,7792.479040927086
15587,4805.771436159892
15588,5738.0712857860935
15589,5923.54410141561
15590,6961.238234874826
15591,5472.5241413650165
15592,4522.12160565754
15593,5863.0715382245335
15594,7534.012259873792
15595,5644.025542018742
15596,6370.783216871351
15597,6696.7241514093985
15598,6724.0977669023305
15599,4178.688385083546
15600,7623.7044932394865
15601,4206.462995287125
15602,5381.256556798403
15603,7529.185592720226
15604,6725.3382993257255
15605,6611.603507921146
15606,6428.506974003059
15607,6406.504089680868
15608,4351.908533221276
15609,6303.500106532918
15610,6332.758332506209
15611,7016.642663001966
15612,8057.6208338584
15613,8168.054987662129
15614,6450.558075976091
15615,6161.335574644234
15616,7330.722519685611
15617,7256.111849994711
15618,6319.089906688589
15619,5115.36676352695
15620,6730.008619525779
15621,6057.1583577093925
15622,4949.003487320333
15623,4332.243070543855
15624,3735.7140466044184
15625,5019.0622915819
15626,7999.600824440838
15627,6446.316820892016
15628,5562.29121947948
15629,5077.355242399515
15630,6952.917806942435
15631,6289.423733510411
15632,3182.5692958537115
15633,2972.5807493789052
15634,5520.742753313555
15635,5611.675876116661
15636,5596.375164088541
15637,4669.154265372969
15638,4023.625886829088
15639,8254.528395616655
15640,4844.91493778405
15641,5394.598528170756
15642,5973.844468420317
15643,6525.364776543168
15644,6339.009981998451
15645,5665.448688015875
15646,7340.137346238183
15647,4611.599235359563
15648,4468.994081164231
15649,4071.622961698113
15650,4436.53259725376
15651,6507.427664023982
15652,7353.511706953638
15653,8225.372157039308
15654,6968.4282005879095
15655,3747.991808756738
15656,5774.961395404548
15657,7170.8003615643365
15658,5518.656501789638
15659,7610.241440238895
15660,3809.963865908682
15661,7789.476788597807
15662,7038.5357616536085
15663,4803.0498353846315
15664,5710.311707178935
15665,5799.985129333434
15666,7497.471178939575
15667,6336.61388584062
15668,6626.956868221721
15669,7103.740647744578
15670,5686.654801766869
15671,7500.432044329493
15672,6818.801746661797
15673,2786.08927219266
15674,5514.918959557653
15675,6282.029730467368
15676,7924.5660404795535
15677,8108.733642834776
15678,7329.59761226982
15679,6856.812689178192
15680,6729.0597292850725
15681,3377.5796909221403
15682,7906.4959038342
15683,6298.731399291507
15684,5588.136868385141
15685,5265.6534524006765
15686,8106.922079915454
15687,7347.623827173364
15688,6706.014065836644
15689,6836.723001602403
15690,5049.588795809929
15691,8029.242132350919
15692,4271.420699090633
15693,5970.925987585753
15694,6347.720124522665
15695,4383.981288066152
15696,6990.4929868510335
15697,5905.623098620971
15698,6304.78152509266
15699,5449.06398787011
15700,7142.186663766502
15701,5108.694186926131
15702,4771.434283661118
15703,8380.057819457685
15704,5776.059106152171
15705,6710.705682721732
15706,5157.623570272665
15707,5454.819767548602
15708,8036.240170061259
15709,6825.8010970309115
15710,6828.89301377817
15711,6545.562027935671
15712,6592.660094823994
15713,6296.633563178804
15714,4751.655135080651
15715,5270.9764337463985
15716,4931.645245769607
15717,4203.035623103992
15718,6462.3362930652675
15719,5564.736450561013
15720,5637.220544593453
15721,4031.515262960295
15722,6471.160753949499
15723,3521.0781708731574
15724,6745.330721088515
15725,3480.2200625788378
15726,5735.408533889971
15727,6693.2523681375405
15728,5740.232240731947
15729,5603.649504567295
15730,4971.45333089589
15731,8552.222194240554
15732,7055.065489861963
15733,5580.379646207373
15734,5929.701259266943
15735,8175.6420282481995
15736,7298.044542511605
15737,7156.731141718165
15738,7069.034235768641
15739,5618.993726049232
15740,7258.191510968696
15741,6600.9935684242655
15742,6508.440773317909
15743,3554.483373346554
15744,7366.122323131715
15745,4987.236751040882
15746,4137.481913448344
15747,7261.246322725032
15748,6519.4354570537
15749,4309.811515224699
15750,5605.737266462114
15751,4455.653420937695
15752,3548.554481018227
15753,7216.1129104931
15754,4625.48358891183
15755,4769.000373636811
15756,5363.885487797366
15757,6417.069296611971
15758,4017.1278224897487
15759,5711.001289784032
15760,8171.094172817818
15761,3437.2810478537745
15762,3944.3600861893656
15763,3734.971224425923
15764,5013.174629914646
15765,5610.223966504378
15766,4734.854367962737
15767,6721.775540093262
15768,6067.058468911699
15769,7511.156247560258
15770,5460.334383187257
15771,6445.13687792664
15772,7466.194887360463
15773,5692.4805102576265
15774,5789.723587825867
15775,5572.191310941493
15776,7796.847008157835
15777,6823.967723455676
15778,5658.452713283563
15779,6512.641820145696
15780,4223.377277599138
15781,6263.111947066629
15782,5612.471580587763
15783,6185.130427234063
15784,7827.702906440913
15785,5420.203604501823
15786,5629.627507655311
15787,4995.888220606127
15788,7856.978828979577
15789,5529.201671172002
15790,4374.430432779136
15791,5114.963915327304
15792,7508.370812775314
15793,5937.212163148179
15794,4273.595491216691
15795,4184.551200142754
15796,7475.868516680815
15797,8158.831506685646
15798,6204.30268314586
15799,5396.202645839514
15800,3043.6612837432585
15801,6150.194166200864
15802,4370.47565412274
15803,5305.608660001695
15804,7590.2853107673445
15805,5395.174245425912
15806,6158.168421771258
15807,5181.268849941531
15808,7556.977336866371
15809,5460.016906309395
15810,6787.049526823031
15811,6151.83469199733
15812,8125.144128895843
15813,5506.4891687463405
15814,7752.983808407066
15815,5940.762892986894
15816,5545.081804305403
15817,6361.2039844906585
15818,4349.660951315019
15819,7217.357623132361
15820,6905.093595450995
15821,7415.63873632337
15822,5592.459078976422
15823,5744.247069576459
15824,4122.840208577488
15825,7655.88447511842
15826,4666.61184583657
15827,6356.74124590824
15828,6000.320006376882
15829,7340.683517870239
15830,7337.1818882645075
15831,5509.519822407646
15832,7530.046633653446
15833,3964.0894511275164
15834,7015.34195961074
15835,5782.620198043203
15836,5663.412281607245
15837,6263.055908226188
15838,7500.19613386583
15839,6948.924796127598
15840,5428.722988598492
15841,6339.747108692209
15842,7409.212441871795
15843,8144.9270431104
15844,7517.013346935599
15845,4422.576992995589
15846,6802.767138889002
15847,5684.318719941996
15848,5505.187005791942
15849,7839.287836398329
15850,6130.5874747323705
15851,6434.065889324785
15852,3572.359792337887
15853,7310.22497170096
15854,6525.327034735693
15855,6043.211946210967
15856,4709.564083772253
15857,6371.298124261648
15858,6930.3112118849585
15859,7417.910605302602
15860,4590.435197946784
15861,5629.618368538379
15862,5866.368920684577
15863,5600.3569831769455
15864,4339.160056683439
15865,6576.5633359849
15866,3895.9028725501157
15867,3457.2511451645614
15868,5062.313580515447
15869,7560.88466618989
15870,3555.7788381299415
15871,6125.344716430277
15872,6995.1584636424905
15873,6245.946299161066
15874,5425.479272457845
15875,6201.947653116278
15876,5689.024379650514
15877,4710.999731264625
15878,6409.024823359332
15879,5173.512401890877
15880,5387.285615350694
15881,7115.077221123623
15882,6526.374797226992
15883,7849.241172976036
15884,6654.53366319316
15885,6539.805558533471
15886,6871.162521769142
15887,5736.359279241577
15888,6971.555946767404
15889,6656.891721167652
15890,5195.8228709544555
15891,3442.312060475213
15892,5601.347918537212
15893,5489.587043297675
15894,3110.096872489614
15895,3779.8230993634775
15896,5475.504059608424
15897,4693.851905364355
15898,6779.489815420922
15899,6257.462823395908
15900,5712.330773493662
15901,7349.605620985146
15902,7636.3010914100105
15903,5995.343403534019
15904,5608.091648418957
15905,5617.029035580165
15906,5825.322066916737
15907,7005.625296909795
15908,7501.535439331491
15909,6983.15490054727
15910,7512.19273422274
15911,4279.47751688385
15912,7210.7344002085865
15913,5711.017144380455
15914,5473.802756589385
15915,6948.979883552945
15916,6556.943387396435
15917,6602.503221906916
15918,4610.53428223932
15919,7565.2879145975485
15920,5319.061285963053
15921,6400.815453811642
15922,5424.022351593296
15923,6514.855059626138
15924,7597.593360664744
15925,7839.522617940864
15926,7370.272546448135
15927,7281.4237664562415
15928,6269.296527955151
15929,5827.035414081256
15930,4910.249990631172
15931,6508.225028195083
15932,5036.149584910606
15933,5576.542866095338
15934,4933.37335019274
15935,7668.484680166857
15936,7296.819498090249
15937,4063.26920141304
15938,5252.244446549722
15939,3351.511960448014
15940,4423.846283537095
15941,4959.722747289149
15942,6606.759871015491
15943,6907.706060474392
15944,6361.532092121522
15945,7493.638781786907
15946,6196.932396945202
15947,5540.987862178165
15948,7376.610083034888
15949,6721.915356912235
15950,6865.127137756282
15951,5351.306659664795
15952,8133.339782571282
15953,6557.428078637101
15954,7397.901403643384
15955,6925.6363855886575
15956,5793.810669361244
15957,7298.086838450021
15958,2712.508379596022
15959,6390.250320781967
15960,8173.014133136527
15961,7348.945308820865
15962,5285.921893399774
15963,6039.9129550658845
15964,7169.674511092698
15965,6456.923868728042
15966,4439.4524042824805
15967,6533.881654395879
15968,7604.23562163603
15969,5729.3541578344175
15970,7062.889071334847
15971,3713.6992639204955
15972,6480.703128009308
15973,4715.980147122312
15974,5441.417290014265
15975,6637.345190496583
15976,5422.340479410199
15977,7306.3798354322
15978,7525.228245654218
15979,4811.054285756929
15980,4974.008773131457
15981,4801.304599113074
15982,6767.682208843525
15983,3940.329932414454
15984,4336.105437495811
15985,6559.560921955044
15986,7409.436416929928
15987,7091.739232451385
15988,6949.258327405048
15989,5388.257069887347
15990,5420.883333660188
15991,6374.323319478577
15992,6583.149943938124
15993,4443.9056333046865
15994,7346.2130588520695
15995,4802.8497847093295
15996,6748.317914694563
15997,5781.317610239888
15998,7391.701458520284
15999,4957.543150902479
16000,7895.918896392151
16001,8179.240678452716
16002,7565.446966293435
16003,4916.558045362066
16004,6081.16763834508
16005,5196.383560604381
16006,5452.079650972428
16007,5876.385623737818
16008,6585.362455937919
16009,4110.914599386788
16010,4067.6825692220764
16011,6743.936237909413
16012,4375.088699137263
16013,7512.7822506149505
16014,6972.142633645068
16015,8201.43452244645
16016,7004.053022981883
16017,5647.3163021413275
16018,5532.989776889378
16019,8235.00687468679
16020,6704.98976024681
16021,4125.977217303484
16022,5123.179057658459
16023,8155.467726082442
16024,6639.185577661384
16025,5746.215698016912
16026,5439.743215579017
16027,6505.90138517687
16028,6420.13532660391
16029,6353.148853892963
16030,5496.729200345706
16031,4778.9675399969265
16032,5474.545909674063
16033,6579.368251138087
16034,3769.5425424776213
16035,6954.048742203533
16036,5596.019156493406
16037,6202.179910508274
16038,4435.205028555523
16039,7311.532744323276
16040,4003.9967522413176
16041,8163.137885871733
16042,7132.103729738797
16043,4116.709895608482
16044,4860.334932771154
16045,7470.637883898324
16046,8199.949914256948
16047,7320.80335716431
16048,6082.806075524595
16049,6191.6349856631105
16050,5526.404182137834
16051,5439.904523355387
16052,6048.7557385658365
16053,5384.848127929548
16054,7005.792549316789
16055,6295.739456971023
16056,5081.813056297222
16057,6150.987760903936
16058,6403.423895259966
16059,5732.94617420631
16060,6440.921707973398
16061,4439.645045365009
16062,5560.977575677665
16063,6383.399224973615
16064,5482.098619755706
16065,6781.944158025094
16066,4908.999717008969
16067,3458.0598019317426
16068,5516.27099566465
16069,7404.0936592456
16070,6937.494980245654
16071,5272.7024428331615
16072,3680.5150005255095
16073,4134.93175007764
16074,7799.833128647273
16075,6372.983344040872
16076,8442.626257048094
16077,4941.82731039626
16078,5044.071436321834
16079,7540.836015557836
16080,7372.0995543432155
16081,3809.8972551268603
16082,6182.945261960686
16083,6242.402754469663
16084,5831.897174436998
16085,5115.384826131726
16086,5658.989251803051
16087,6843.037944852465
16088,6346.135580918616
16089,4487.459608843661
16090,5787.319423500986
16091,5514.444973139568
16092,4270.780974472548
16093,5534.442027221656
16094,5258.0649329886255
16095,4027.2417433070223
16096,3690.981684465886
16097,5572.253971394761
16098,6357.826912191834
16099,6964.593205446459
16100,4127.764577715263
16101,7402.019804375457
16102,7387.284357937938
16103,4610.837959858479
16104,7454.58933444313
16105,6924.490388208662
16106,6787.790638656637
16107,3907.242845241068
16108,7385.157159953566
16109,5612.343936308175
16110,5628.291929432936
16111,7278.430050616436
16112,4220.264453940009
16113,5487.195473428551
16114,6523.25313069991
16115,8178.240614349628
16116,6557.137509667273
16117,5914.579779088592
16118,3518.820048791718
16119,3689.3791637055288
16120,7681.153408530001
16121,4227.765153026445
16122,6548.62897191137
16123,7478.25071320487
16124,7343.446454642409
16125,8127.700599396064
16126,7505.10725831108
16127,4128.456037357747
16128,3804.42496544114
16129,2712.4655855424044
16130,4736.177149441138
16131,5465.319397490183
16132,8112.087711530211
16133,5671.9287121065245
16134,6708.460365426592
16135,6473.260083295582
16136,6314.120012302218
16137,6242.5285975395245
16138,7735.473551981196
16139,6647.238406091899
16140,4176.7329870578005
16141,5428.439388013051
16142,8136.4142328668695
16143,6722.2857540758305
16144,3704.634461989064
16145,5455.195313109458
16146,5935.465601443252
16147,6310.781339057708
16148,5372.253207287482
16149,6805.772857623757
16150,3180.21612230567
16151,5637.653339756316
16152,4961.914337436057
16153,3498.3364795322136
16154,3384.7020551077794
16155,7496.399616011728
16156,5030.760127276121
16157,4800.594901753851
16158,4681.901009590638
16159,6471.933173537618
16160,7236.5197369381785
16161,7339.779036557297
16162,7108.246623150234
16163,5306.267737329998
16164,6547.012310933511
16165,7868.240629093756
16166,5464.851250822468
16167,5676.717981146912
16168,5294.717882371415
16169,4294.231174289966
16170,7309.451306002871
16171,7183.176245220488
16172,5646.573510470178
16173,6559.232880708734
16174,4237.708918348132
16175,7534.290389991437
16176,6599.568248666509
16177,4481.497195048153
16178,7525.107310692007
16179,5623.518933175447
16180,3571.3931569561555
16181,4638.674886825365
16182,6037.201499383496
16183,7366.063207434822
16184,5610.198813706173
16185,7094.1817815204195
16186,6763.508822503192
16187,8107.784156586065
16188,3030.355641762816
16189,6047.857543816064
16190,7355.196553989999
16191,6466.723904365916
16192,4056.6632699328443
16193,6419.804470155528
16194,5612.484848710053
16195,5819.99829181075
16196,6226.784345673996
16197,6992.586197834266
16198,7677.862223997894
16199,5627.463239041414
16200,5705.074144965548
16201,6722.474396944093
16202,6414.465004924935
16203,5613.453568753241
16204,7628.217534739794
16205,7784.289942908404
16206,6366.322875942534
16207,5591.098598517591
16208,5649.336102860955
16209,6214.563198630374
16210,7128.024925414554
16211,5752.773809352762
16212,6166.216006595892
16213,4100.099055093949
16214,5559.909000399313
16215,5510.844187398622
16216,6689.793080331802
16217,6451.962727729695
16218,6619.495775600861
16219,4235.923215188718
16220,6734.641946397555
16221,4242.133993250088
16222,5522.520824597119
16223,5476.570459570206
16224,5052.8928053324225
16225,6815.194031018422
16226,6211.353305274102
16227,4272.431430274599
16228,6432.583322260534
16229,6541.434478004492
16230,4271.505873449967
16231,7018.22817590854
16232,5551.512103466045
16233,4899.7695302200445
16234,3673.034012511604
16235,4152.011454739786
16236,6444.553407832752
16237,8194.358072567762
16238,5803.00271938867
16239,7429.983121638182
16240,4152.62603767255
16241,6111.8735162851335
16242,4939.611982860635
16243,6552.4728706588985
16244,4501.177627092122
16245,5660.992047291563
16246,5571.117053041981
16247,4383.612363630966
16248,4708.187857669734
16249,3678.0899535427507
16250,3597.08842929128
16251,5612.357989642809
16252,8208.245395876746
16253,5332.740917387262
16254,5560.698121581388
16255,4996.303260462082
16256,7715.480246569157
